TAXON_NAME,SPCODE,REGION,OBS_YEAR,TAXAGROUP
Goniastrea pectinata,GPEC,SAMOA,2018,SPECIES
Gardineroseris planulata,GPLA,SAMOA,2018,SPECIES
Hydnophora exesa,HEXE,SAMOA,2018,SPECIES
Hydnophora microconos,HMIC,SAMOA,2018,SPECIES
Hydnophora rigida,HRIG,SAMOA,2018,SPECIES
Isopora crateriformis,ICRA,SAMOA,2018,SPECIES
Isopora palifera,IPAL,SAMOA,2018,SPECIES
Leptoseris incrustans,LINC,SAMOA,2018,SPECIES
Leptoseris mycetoseroides,LMYC,SAMOA,2018,SPECIES
Leptoria phrygia,LPHY,SAMOA,2018,SPECIES
Merulina ampliata,MAMP,SAMOA,2018,SPECIES
Mycedium elephantotus,MELE,SAMOA,2018,SPECIES
Merulina scabricula,MSCA,SAMOA,2018,SPECIES
Psammocora cactus,PCAC,SAMOA,2018,SPECIES
Pavona chiriquiensis,PCHI,SAMOA,2018,SPECIES
Podabacia crustacea,PCRU,SAMOA,2018,SPECIES
Porites cylindrica,PCYL,SAMOA,2018,SPECIES
Pocillopora damicornis,PDAM,SAMOA,2018,SPECIES
Pavona duerdeni,PDUE,SAMOA,2018,SPECIES
Pocillopora grandis,PGRA,SAMOA,2018,SPECIES
Platygyra daedalea,PLDA,SAMOA,2018,SPECIES
Porites lichen,PLIC,SAMOA,2018,SPECIES
Pavona maldivensis,PMAL,SAMOA,2018,SPECIES
Pocillopora meandrina,PMEA,SAMOA,2018,SPECIES
Psammocora nierstraszi,PNIE,SAMOA,2018,SPECIES
Platygyra pini,PPIN,SAMOA,2018,SPECIES
Psammocora profundacella,PPRO,SAMOA,2018,SPECIES
Porites rus,PRUS,SAMOA,2018,SPECIES
Plerogyra sinuosa,PSIN,SAMOA,2018,SPECIES
Psammocora stellata,PSTE,SAMOA,2018,SPECIES
Pavona varians,PVAR,SAMOA,2018,SPECIES
Porites vaughani,PVAU,SAMOA,2018,SPECIES
Pocillopora verrucosa,PVER,SAMOA,2018,SPECIES
Scapophyllia cylindrica,SCYL,SAMOA,2018,SPECIES
Stylophora pistillata,SPIS,SAMOA,2018,SPECIES
Turbinaria reniformis,TREN,SAMOA,2018,SPECIES
Unknown Scleractinian,UNKN,SAMOA,2018,SPECIES
Acanthastrea,ACAS,SAMOA,2016,GENUS
Acropora,ACSP,SAMOA,2016,GENUS
Alveopora,ALSP,SAMOA,2016,GENUS
Astreopora,ASSP,SAMOA,2016,GENUS
Caulastrea,CASP,SAMOA,2016,GENUS
Coeloseris,COES,SAMOA,2016,GENUS
Coscinaraea,COSP,SAMOA,2016,GENUS
Ctenactis,CTSP,SAMOA,2016,GENUS
Cycloseris,CYPS,SAMOA,2016,GENUS
Cyphastrea,CYSP,SAMOA,2016,GENUS
Diploastrea,DISP,SAMOA,2016,GENUS
Echinophyllia,ECHL,SAMOA,2016,GENUS
Echinopora,ECHP,SAMOA,2016,GENUS
Euphyllia,EUSP,SAMOA,2016,GENUS
Favia,FASP,SAMOA,2016,GENUS
Favites,FAVS,SAMOA,2016,GENUS
Fungia,FUSP,SAMOA,2016,GENUS
Gardineroseris,GARS,SAMOA,2016,GENUS
Galaxea,GASP,SAMOA,2016,GENUS
Goniastrea,GONS,SAMOA,2016,GENUS
Goniopora,GOSP,SAMOA,2016,GENUS
Halomitra,HASP,SAMOA,2016,GENUS
Herpolitha,HERS,SAMOA,2016,GENUS
Heliopora,HESP,SAMOA,2016,GENUS
Hydnophora,HYSP,SAMOA,2016,GENUS
Isopora ,ISSP,SAMOA,2016,GENUS
Leptoria,LEPS,SAMOA,2016,GENUS
Leptastrea,LEPT,SAMOA,2016,GENUS
Leptoseris,LESP,SAMOA,2016,GENUS
Lobophyllia,LOBS,SAMOA,2016,GENUS
Merulina,MESP,SAMOA,2016,GENUS
Millepora,MISP,SAMOA,2016,GENUS
Montastrea,MONS,SAMOA,2016,GENUS
Montipora,MOSP,SAMOA,2016,GENUS
Mycedium,MYSP,SAMOA,2016,GENUS
Oulophyllia,OUSP,SAMOA,2016,GENUS
Oxypora,OXSP,SAMOA,2016,GENUS
Pachyseris,PACS,SAMOA,2016,GENUS
Pavona,PAVS,SAMOA,2016,GENUS
Plesiastrea,PLES,SAMOA,2016,GENUS
Platygyra,PLSP,SAMOA,2016,GENUS
Pocillopora,POCS,SAMOA,2016,GENUS
Porites,POSP,SAMOA,2016,GENUS
Psammocora,PSSP,SAMOA,2016,GENUS
Sandalolitha sp.,SASP,SAMOA,2016,GENUS
Scapophyllia,SCAS,SAMOA,2016,GENUS
Stylocoeniella,STSP,SAMOA,2016,GENUS
Stylophora,STYS,SAMOA,2016,GENUS
Symphyllia,SYSP,SAMOA,2016,GENUS
Turbinaria,TURS,SAMOA,2016,GENUS
Tubastrea,TUSP,SAMOA,2016,GENUS
Acropora abrotanoides,AABR,SAMOA,2016,SPECIES
Acropora aspera,AASP,SAMOA,2016,SPECIES
Acropora cytherea,ACYT,SAMOA,2016,SPECIES
Acanthastrea hemprichii,AHEM,SAMOA,2016,SPECIES
Acropora humilis,AHUM,SAMOA,2016,SPECIES
Acropora hyacinthus,AHYA,SAMOA,2016,SPECIES
Acanthastrea ishigakiensis,AISH,SAMOA,2016,SPECIES
Alveopora verrilliana,ALVE,SAMOA,2016,SPECIES
Astreopora myriophthalma,AMYR,SAMOA,2016,SPECIES
Acropora nobilis,ANOB,SAMOA,2016,SPECIES
Acropora paniculata,APAN,SAMOA,2016,SPECIES
Acropora speciosa,ASPE,SAMOA,2016,SPECIES
Acropora verweyi,AVER,SAMOA,2016,SPECIES
Coscinaraea columna,CCOL,SAMOA,2016,SPECIES
Coscinarea exesa,CEXE,SAMOA,2016,SPECIES
Coeloseris mayeri,CMAY,SAMOA,2016,SPECIES
Diploastrea heliopora,DHEL,SAMOA,2016,SPECIES
Echinopora gemmacea,EGEM,SAMOA,2016,SPECIES
Echinopora lamellosa,ELAM,SAMOA,2016,SPECIES
Favia matthaii,FMAT,SAMOA,2016,SPECIES
Favia stelligera,FSTE,SAMOA,2016,SPECIES
Galaxea astreata,GAAS,SAMOA,2016,SPECIES
Goniastrea edwardsi,GEDW,SAMOA,2016,SPECIES
Galaxea fascicularis,GFAS,SAMOA,2016,SPECIES
Goniastrea pectinata,GPEC,SAMOA,2016,SPECIES
Gardinoseris planulata,GPLA,SAMOA,2016,SPECIES
Goniastrea retiformis,GRET,SAMOA,2016,SPECIES
Heliopora coerula,HCOE,SAMOA,2016,SPECIES
Hydnophora exesa,HEXE,SAMOA,2016,SPECIES
Hydnophora microconnos,HMIC,SAMOA,2016,SPECIES
Hydnophora rigida,HRIG,SAMOA,2016,SPECIES
Leptastrea bewickensis,LBEW,SAMOA,2016,SPECIES
Leptoseris incrustans,LINC,SAMOA,2016,SPECIES
Leptoseris myceteroides,LMYC,SAMOA,2016,SPECIES
Leptoria phyrgia,LPHY,SAMOA,2016,SPECIES
Leptastrea pruinosa,LPRU,SAMOA,2016,SPECIES
Leptastrea purpurea,LPUR,SAMOA,2016,SPECIES
Leptastrea transversa,LTRA,SAMOA,2016,SPECIES
Merulina ampliata,MAMP,SAMOA,2016,SPECIES
Montipora caliculata,MCAL,SAMOA,2016,SPECIES
Montastraea curta,MCUR,SAMOA,2016,SPECIES
Montipora incrassata,MINC,SAMOA,2016,SPECIES
Merulina scabricula,MSCA,SAMOA,2016,SPECIES
Montastraea valenciennesi,MVAL,SAMOA,2016,SPECIES
Pavona cf chiriquiensis,PCHI,SAMOA,2016,SPECIES
Porites cylindrica,PCYL,SAMOA,2016,SPECIES
Pocillopora damicornis,PDAM,SAMOA,2016,SPECIES
Pocillopora danae,PDAN,SAMOA,2016,SPECIES
Pavona diffluens,PDIF,SAMOA,2016,SPECIES
Pavona duerdeni,PDUE,SAMOA,2016,SPECIES
Pocillopora eydouxi,PEYD,SAMOA,2016,SPECIES
Psammocora haimeana,PHAI,SAMOA,2016,SPECIES
Porites horizontalata,PHOR,SAMOA,2016,SPECIES
Platygyra daedalea,PLDA,SAMOA,2016,SPECIES
Porites lichen,PLIC,SAMOA,2016,SPECIES
Porites lobata,PLOB,SAMOA,2016,SPECIES
Porites lutea,PLUT,SAMOA,2016,SPECIES
Plesiastrea versipora,PLVE,SAMOA,2016,SPECIES
Pavona maldivensis,PMAL,SAMOA,2016,SPECIES
Pocillopora meandrina,PMEA,SAMOA,2016,SPECIES
Porites monticulosa,PMON,SAMOA,2016,SPECIES
Psammocora nierstraszi,PNIE,SAMOA,2016,SPECIES
Platygyra pini,PPIN,SAMOA,2016,SPECIES
Pachyseris rugosa,PRUG,SAMOA,2016,SPECIES
Porites rus,PRUS,SAMOA,2016,SPECIES
Porites solida,PSOL,SAMOA,2016,SPECIES
Psammocora stellata,PSTE,SAMOA,2016,SPECIES
Pavona varians,PVAR,SAMOA,2016,SPECIES
Pavona venosa,PVEN,SAMOA,2016,SPECIES
Pocillopora woodjonesi,PWOO,SAMOA,2016,SPECIES
Scapophyllia cylindrica,SCYL,SAMOA,2016,SPECIES
Stylophora pistillata,SPIS,SAMOA,2016,SPECIES
Turbinaria mesenterina,TMES,SAMOA,2016,SPECIES
Turbinaria peltata,TPEL,SAMOA,2016,SPECIES
Turbinaria reniformis,TREN,SAMOA,2016,SPECIES
Turbinaria stellulata,TSTE,SAMOA,2016,SPECIES
Unknown Scleractinian,UNKN,SAMOA,2016,SPECIES
Favia stelligera,FSTE,PRIAs,2018,SPECIES
Favia stelligera,FSTE,SAMOA,2018,SPECIES
