MISSIONID,OBS_YEAR,SITE,SITEVISITID,ISLAND,DATE_,DIVER,Method,Transectid,TRANSECT,Segmentid,SEGMENT,SEGLENGTH,SEGWIDTH,No colony observed,SITE_MIN_DEPTH,SITE_MAX_DEPTH,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,MSW,ADULT,863,1,1296,3,2.5,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-775,11764,Swains,20-Jun-18,MSW,ADULT,861,1,1286,3,2.5,1,0,61,67,-11.045273,-171.072248,Forereef,Deep
HA1801,2018,SWA-775,11764,Swains,20-Jun-18,MSW,JUVENILE,861,1,1290,3,1,1,-1,61,67,-11.045273,-171.072248,Forereef,Deep
HA1801,2018,SWA-775,11764,Swains,20-Jun-18,JDG,JUVENILE,861,1,1292,1,1,1,-1,61,67,-11.045273,-171.072248,Forereef,Deep
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,MSW,ADULT,921,1,1408,5,2.5,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,TUT-2935,11832,Tutuila,30-Jun-18,MAR,JUVENILE,941,1,1446,5,1,1,0,64,65,-14.263439,-170.713355,Forereef,Deep
HA1801,2018,TUT-2949,11833,Tutuila,30-Jun-18,BVA,ADULT,943,1,1466,1,2.5,1,0,9,11,-14.27787,-170.723442,Forereef,Mid
HA1801,2018,TUT-2935,11832,Tutuila,30-Jun-18,BVA,JUVENILE,941,1,1454,1,1,1,0,64,65,-14.263439,-170.713355,Forereef,Deep
HA1801,2018,TUT-5000,11856,Tutuila,1-Jul-18,BH,ADULT,961,1,1506,5,2.5,1,0,61,64,-14.287669,-170.781856,Forereef,Deep
HA1801,2018,TUT-5000,11856,Tutuila,1-Jul-18,BH,JUVENILE,961,1,1508,5,1,1,0,61,64,-14.287669,-170.781856,Forereef,Deep
HA1801,2018,TUT-2932,11864,Tutuila,1-Jul-18,MAR,JUVENILE,967,1,1516,3,1,1,0,69,70,-14.310693,-170.835797,Forereef,Deep
HA1801,2018,TUT-2938,11865,Tutuila,1-Jul-18,MAR,JUVENILE,969,1,1522,3,1,1,0,42,44,-14.299466,-170.815291,Forereef,Mid
HA1801,2018,TUT-2933,11857,Tutuila,1-Jul-18,BH,ADULT,963,1,1524,5,2.5,1,0,40,42,-14.28835,-170.768861,Forereef,Mid
HA1801,2018,TUT-2933,11857,Tutuila,1-Jul-18,BH,JUVENILE,963,1,1526,5,1,1,0,40,42,-14.28835,-170.768861,Forereef,Mid
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,ADULT,965,1,1530,1,2.5,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,JUVENILE,965,1,1532,1,1,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,ADULT,965,1,1538,3,2.5,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,JUVENILE,965,1,1540,3,1,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,ADULT,965,1,1548,7,2.5,1,-,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2933,11857,Tutuila,1-Jul-18,MSW,ADULT,963,1,1556,3,2.5,1,0,40,42,-14.28835,-170.768861,Forereef,Mid
HA1801,2018,TUT-2933,11857,Tutuila,1-Jul-18,MSW,ADULT,963,1,1558,7,2.5,1,0,40,42,-14.28835,-170.768861,Forereef,Mid
HA1801,2018,TUT-2933,11857,Tutuila,1-Jul-18,MSW,JUVENILE,963,1,1560,3,1,1,0,40,42,-14.28835,-170.768861,Forereef,Mid
HA1801,2018,TUT-2938,11865,Tutuila,1-Jul-18,BVA,ADULT,969,1,1578,1,2.5,1,0,42,44,-14.299466,-170.815291,Forereef,Mid
HA1801,2018,TUT-2938,11865,Tutuila,1-Jul-18,BVA,JUVENILE,969,1,1580,1,1,1,0,42,44,-14.299466,-170.815291,Forereef,Mid
HA1801,2018,TUT-2938,11865,Tutuila,1-Jul-18,BVA,JUVENILE,969,1,1602,5,1,1,0,42,44,-14.299466,-170.815291,Forereef,Mid
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,MAR,ADULT,981,1,1610,7,2.5,1,0,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,MAR,ADULT,981,1,1606,3,2.5,1,0,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,MAR,JUVENILE,981,1,1608,3,1,1,-1,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2937,11879,Tutuila,2-Jul-18,MAR,ADULT,985,1,1612,5,2.5,1,0,65,66,-14.28841,-170.759135,Forereef,Deep
HA1801,2018,TUT-2937,11879,Tutuila,2-Jul-18,MAR,JUVENILE,985,1,1614,5,1,1,0,65,66,-14.28841,-170.759135,Forereef,Deep
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,MAR,ADULT,987,1,1616,1,2.5,1,0,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,MAR,ADULT,987,1,1620,7,2.5,1,0,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-2937,11879,Tutuila,2-Jul-18,JDG,ADULT,985,1,1654,1,2.5,1,0,65,66,-14.28841,-170.759135,Forereef,Deep
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,JDG,ADULT,987,1,1668,3,2.5,1,0,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,JDG,JUVENILE,987,1,1670,3,1,1,-1,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,JDG,JUVENILE,987,1,1672,5,1,1,-1,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-5001,11880,Tutuila,2-Jul-18,JDG,ADULT,987,1,1674,5,2.5,1,0,48,50,-14.292134,-170.779835,Forereef,Mid
HA1801,2018,TUT-2952,11888,Tutuila,2-Jul-18,JDG,ADULT,989,1,1676,3,2.5,1,0,14,16,-14.291981,-170.792279,Forereef,Shallow
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,MAR,ADULT,1003,1,1684,7,2.5,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,MSW,ADULT,703,1,884,3,2.5,1,0,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,JDG,ADULT,703,1,880,5,2.5,1,0,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,MSW,ADULT,703,1,882,7,2.5,1,0,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,JDG,JUVENILE,703,1,886,1,1,1,0,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,MSW,JUVENILE,703,1,888,3,1,1,-1,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-910,11621,Howland,9-Jun-18,JDG,JUVENILE,703,1,890,5,1,1,0,16,22,0.82122,-176.6252,Forereef,Shallow
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,JDG,ADULT,705,1,896,1,2.5,1,0,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,MSW,ADULT,705,1,898,3,2.5,1,0,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,MSW,JUVENILE,705,1,900,3,1,1,-1,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,JDG,JUVENILE,705,1,902,1,1,1,-1,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,JDG,JUVENILE,705,1,904,5,1,1,-1,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-860,11642,Howland,10-Jun-18,JDG,ADULT,721,1,926,5,2.5,1,0,70,75,0.81195,-176.61156,Forereef,Deep
HA1801,2018,HOW-860,11642,Howland,10-Jun-18,MSW,JUVENILE,721,1,930,3,1,1,0,70,75,0.81195,-176.61156,Forereef,Deep
HA1801,2018,HOW-860,11642,Howland,10-Jun-18,JDG,JUVENILE,721,1,934,5,1,1,-1,70,75,0.81195,-176.61156,Forereef,Deep
HA1801,2018,HOW-890,11643,Howland,10-Jun-18,JDG,ADULT,723,1,940,1,2.5,1,-1,18,23,0.81195,-176.6118,Forereef,Shallow
HA1801,2018,HOW-890,11643,Howland,10-Jun-18,MSW,JUVENILE,723,1,944,3,1,1,-1,18,23,0.81195,-176.6118,Forereef,Shallow
HA1801,2018,HOW-890,11643,Howland,10-Jun-18,JDG,JUVENILE,723,1,948,5,1,1,-1,18,23,0.81195,-176.6118,Forereef,Shallow
HA1801,2018,HOW-862,11660,Howland,11-Jun-18,MSW,ADULT,741,1,982,7,2.5,1,-1,67,70,0.8054,-176.62131,Forereef,Deep
HA1801,2018,HOW-862,11660,Howland,11-Jun-18,JDG,ADULT,741,1,986,5,2.5,1,0,67,70,0.8054,-176.62131,Forereef,Deep
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,JDG,JUVENILE,765,1,1024,1,1,1,-1,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,MSW,ADULT,765,1,1026,3,2.5,1,0,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,MSW,JUVENILE,765,1,1028,3,1,1,-1,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,MSW,ADULT,765,1,1030,5,2.5,1,0,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,MSW,JUVENILE,765,1,1032,5,1,1,-1,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,MSW,ADULT,781,1,1064,3,2.5,1,0,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-761,11679,Baker,12-Jun-18,JDG,ADULT,765,1,1050,7,2.5,1,0,48,50,0.18851,-176.4818,Forereef,Mid
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,JDG,ADULT,781,1,1068,1,2.5,1,0,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,MSW,JUVENILE,781,1,1072,3,1,1,-1,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-745,11701,Baker,13-Jun-18,JDG,ADULT,783,1,1078,5,2.5,1,0,-,-,0.20494,-176.47351,Forereef,Mid
HA1801,2018,BAK-745,11701,Baker,13-Jun-18,JDG,ADULT,783,1,1082,7,2.5,1,0,-,-,0.20494,-176.47351,Forereef,Mid
HA1801,2018,BAK-745,11701,Baker,13-Jun-18,JDG,JUVENILE,783,1,1086,5,1,1,-1,-,-,0.20494,-176.47351,Forereef,Mid
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,MSW,ADULT,785,1,1092,3,2.5,1,0,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,MSW,ADULT,785,1,1096,5,2.5,1,0,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,MSW,JUVENILE,785,1,1100,3,1,1,-1,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-752,11715,Baker,14-Jun-18,MSW,ADULT,803,1,1140,7,2.5,1,0,-,-,0.20007,-176.48407,Forereef,Mid
HA1801,2018,BAK-752,11715,Baker,14-Jun-18,JDG,ADULT,803,1,1144,1,2.5,1,0,-,-,0.20007,-176.48407,Forereef,Mid
HA1801,2018,BAK-752,11715,Baker,14-Jun-18,JDG,JUVENILE,803,1,1152,1,1,1,0,-,-,0.20007,-176.48407,Forereef,Mid
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,MSW,ADULT,823,1,1182,3,2.5,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,MSW,JUVENILE,823,1,1190,3,1,1,-1,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,JDG,JUVENILE,823,1,1194,1,1,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,MSW,ADULT,821,1,1196,3,2.5,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,MSW,ADULT,821,1,1200,5,2.5,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,MSW,JUVENILE,821,1,1204,3,1,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,MSW,JUVENILE,821,1,1208,5,1,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,MSW,JUVENILE,845,1,1258,3,1,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,JDG,JUVENILE,845,1,1262,1,1,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,BH,ADULT,923,1,1396,3,2.5,1,-,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,MSW,ADULT,863,1,1298,7,2.5,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,JDG,ADULT,863,1,1302,1,2.5,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,MSW,JUVENILE,863,1,1304,3,1,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,JDG,JUVENILE,863,1,1308,1,1,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,MSW,ADULT,865,1,1312,3,2.5,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,MSW,ADULT,865,1,1316,7,2.5,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,MSW,JUVENILE,865,1,1322,3,1,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,MSW,ADULT,867,1,1324,3,2.5,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,MSW,JUVENILE,867,1,1334,3,1,1,-1,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,JDG,ADULT,923,1,1418,1,2.5,1,0,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,JDG,JUVENILE,923,1,1420,1,1,1,-1,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,BH,ADULT,983,1,1636,7,2.5,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2949,11833,Tutuila,30-Jun-18,BH,JUVENILE,943,1,1472,3,1,1,0,9,11,-14.27787,-170.723442,Forereef,Mid
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,JDG,ADULT,983,1,1648,1,2.5,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,MSW,JUVENILE,983,1,1662,5,1,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,MAR,ADULT,1005,1,1690,7,2.5,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,MAR,ADULT,1007,1,1694,7,2.5,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,BH,ADULT,1003,1,1696,5,2.5,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,BH,JUVENILE,1003,1,1698,5,1,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,BH,ADULT,1005,1,1700,5,2.5,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,BH,JUVENILE,1007,1,1708,5,1,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,JDG,JUVENILE,1003,1,1712,1,1,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,TUT-3043,11892,Tutuila,3-Jul-18,BVA,ADULT,1001,1,1718,7,2.5,1,0,76,80,-14.250793,-170.642224,Forereef,Deep
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,JDG,JUVENILE,1005,1,1720,1,1,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,JDG,ADULT,1005,1,1722,1,2.5,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,BVA,ADULT,1003,1,1726,3,2.5,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,JDG,ADULT,701,1,862,1,2.5,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-866,11573,Howland,8-Jun-18,JDG,JUVENILE,683,1,844,1,1,1,-1,46,52,0.48972,-176.3747,Forereef,Mid
HA1801,2018,HOW-866,11573,Howland,8-Jun-18,JDG,ADULT,683,1,848,5,2.5,1,0,46,52,0.48972,-176.3747,Forereef,Mid
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,JDG,ADULT,701,1,864,5,2.5,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,MSW,ADULT,701,1,866,3,2.5,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,MSW,ADULT,701,1,868,7,2.5,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,MSW,JUVENILE,701,1,870,3,1,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-891,11644,Howland,10-Jun-18,JDG,ADULT,725,1,952,1,2.5,1,0,12,21,0.8084,-176.61099,Forereef,Shallow
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,JDG,JUVENILE,701,1,874,5,1,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-865,11620,Howland,9-Jun-18,JDG,JUVENILE,701,1,876,1,1,1,0,45,55,0.82356,-176.62387,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,JDG,ADULT,705,1,892,5,2.5,1,0,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,HOW-891,11644,Howland,10-Jun-18,JDG,ADULT,725,1,956,5,2.5,1,0,12,21,0.8084,-176.61099,Forereef,Shallow
HA1801,2018,HOW-891,11644,Howland,10-Jun-18,JDG,JUVENILE,725,1,960,5,1,1,0,12,21,0.8084,-176.61099,Forereef,Shallow
HA1801,2018,HOW-862,11660,Howland,11-Jun-18,JDG,JUVENILE,741,1,994,5,1,1,-1,67,70,0.8054,-176.62131,Forereef,Deep
HA1801,2018,HOW-1031,11661,Howland,11-Jun-18,JDG,ADULT,743,1,996,3,2.5,1,0,34,38,0.79788,-176.6198,Forereef,Mid
HA1801,2018,HOW-1031,11661,Howland,11-Jun-18,JDG,ADULT,743,1,1000,5,2.5,1,0,34,38,0.79788,-176.6198,Forereef,Mid
HA1801,2018,HOW-1031,11661,Howland,11-Jun-18,JDG,JUVENILE,743,1,1004,5,1,1,0,34,38,0.79788,-176.6198,Forereef,Mid
HA1801,2018,BAK-776,11680,Baker,12-Jun-18,JDG,ADULT,767,1,1038,1,2.5,1,0,20,24,0.18798,-176.46997,Forereef,Shallow
HA1801,2018,BAK-776,11680,Baker,12-Jun-18,JDG,ADULT,767,1,1042,5,2.5,1,0,20,24,0.18798,-176.46997,Forereef,Shallow
HA1801,2018,BAK-776,11680,Baker,12-Jun-18,JDG,JUVENILE,767,1,1046,5,1,1,-1,20,24,0.18798,-176.46997,Forereef,Shallow
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,JDG,ADULT,781,1,1062,5,2.5,1,0,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,JDG,ADULT,781,1,1066,7,2.5,0.5,0,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,JDG,JUVENILE,781,1,1070,1,1,1,-1,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-725,11700,Baker,13-Jun-18,JDG,JUVENILE,781,1,1074,5,1,1,-1,-,-,0.20183,-176.46466,Forereef,Deep
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,JDG,ADULT,785,1,1090,1,2.5,1,0,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,JDG,ADULT,785,1,1094,7,2.5,1,0,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,MSW,JUVENILE,785,1,1098,5,1,1,-1,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-813,11702,Baker,13-Jun-18,JDG,JUVENILE,785,1,1102,1,1,1,0,-,-,0.20132,-176.46906,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,JDG,ADULT,823,1,1184,1,2.5,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,JDG,ADULT,823,1,1186,5,2.5,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,MSW,ADULT,823,1,1188,7,2.5,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-770,11719,Baker,15-Jun-18,JDG,JUVENILE,823,1,1192,5,1,1,0,11,22,0.19557,-176.48634,Forereef,Shallow
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,MSW,ADULT,821,1,1198,7,2.5,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,JDG,ADULT,821,1,1202,1,2.5,1,0,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,BAK-763,11718,Baker,15-Jun-18,JDG,JUVENILE,821,1,1206,1,1,1,-1,36,37,0.19374,-176.46083,Forereef,Mid
HA1801,2018,SWA-793,11744,Swains,19-Jun-18,JDG,ADULT,841,1,1222,1,2.5,1,0,60,62,-11.056613,-171.091813,Forereef,Deep
HA1801,2018,SWA-793,11744,Swains,19-Jun-18,JDG,ADULT,841,1,1226,5,2.5,1,0,60,62,-11.056613,-171.091813,Forereef,Deep
HA1801,2018,SWA-793,11744,Swains,19-Jun-18,JDG,JUVENILE,841,1,1230,1,1,1,0,60,62,-11.056613,-171.091813,Forereef,Deep
HA1801,2018,SWA-793,11744,Swains,19-Jun-18,JDG,JUVENILE,841,1,1234,5,1,1,0,60,62,-11.056613,-171.091813,Forereef,Deep
HA1801,2018,SWA-800,11745,Swains,19-Jun-18,MSW,ADULT,843,1,1238,5,2.5,1,0,14,19,-11.063407,-171.087064,Forereef,Shallow
HA1801,2018,SWA-800,11745,Swains,19-Jun-18,JDG,ADULT,843,1,1240,1,2.5,1,0,14,19,-11.063407,-171.087064,Forereef,Shallow
HA1801,2018,SWA-800,11745,Swains,19-Jun-18,JDG,ADULT,843,1,1242,7,2.5,1,0,14,19,-11.063407,-171.087064,Forereef,Shallow
HA1801,2018,SWA-800,11745,Swains,19-Jun-18,JDG,JUVENILE,843,1,1246,1,1,1,0,14,19,-11.063407,-171.087064,Forereef,Shallow
HA1801,2018,SWA-800,11745,Swains,19-Jun-18,MSW,JUVENILE,843,1,1248,5,1,1,0,14,19,-11.063407,-171.087064,Forereef,Shallow
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,MSW,ADULT,845,1,1250,7,2.5,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,JDG,ADULT,845,1,1254,1,2.5,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,JDG,ADULT,845,1,1256,5,2.5,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,SWA-795,11746,Swains,19-Jun-18,JDG,JUVENILE,845,1,1260,5,1,1,0,37,42,-11.065867,-171.08488,Forereef,Mid
HA1801,2018,SWA-775,11764,Swains,20-Jun-18,JDG,ADULT,861,1,1284,1,2.5,1,0,61,67,-11.045273,-171.072248,Forereef,Deep
HA1801,2018,SWA-775,11764,Swains,20-Jun-18,JDG,ADULT,861,1,1288,5,2.5,0.5,0,61,67,-11.045273,-171.072248,Forereef,Deep
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,JDG,ADULT,921,1,1382,1,2.5,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,JDG,ADULT,863,1,1300,5,2.5,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-780,11765,Swains,20-Jun-18,JDG,JUVENILE,863,1,1306,5,1,1,0,32,34,-11.045855,-171.077936,Forereef,Mid
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,JDG,ADULT,865,1,1310,1,2.5,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,JDG,ADULT,865,1,1314,5,2.5,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,JDG,JUVENILE,865,1,1318,1,1,1,0,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-789,11766,Swains,20-Jun-18,JDG,JUVENILE,865,1,1320,5,1,1,-1,12,17,-11.048532,-171.088791,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,MSW,ADULT,867,1,1326,7,2.5,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,JDG,ADULT,867,1,1328,1,2.5,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
