MISSIONID,OBS_YEAR,SITE,SITEVISITID,ISLAND,DATE_,DIVER,Method,Transectid,TRANSECT,Segmentid,SEGMENT,SEGLENGTH,SEGWIDTH,No colony observed,SITE_MIN_DEPTH,SITE_MAX_DEPTH,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,MAR,JUVENILE,1127,1,2210,5,1,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,OFU-1051,12012,Ofu & Olosega,10-Jul-18,BVA,ADULT,1121,1,2222,1,2.5,1,0,44,45,-14.163539,-169.687395,Forereef,Mid
HA1801,2018,TAU-1056,12029,Tau,11-Jul-18,MSW,JUVENILE,1141,1,2252,5,1,1,0,64,66,-14.26508,-169.499003,Forereef,Deep
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BH,JUVENILE,1163,1,2302,5,1,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BH,ADULT,1161,1,2312,7,2.5,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BH,JUVENILE,1167,1,2322,5,1,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BVA,ADULT,1167,1,2342,3,2.5,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BVA,JUVENILE,1161,1,2358,3,1,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MSW,JUVENILE,1185,1,2412,1,1,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BH,ADULT,1189,1,2434,3,2.5,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BH,ADULT,1191,1,2440,1,2.5,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BVA,JUVENILE,1193,1,2470,5,1,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BVA,ADULT,1191,1,2456,3,2.5,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BVA,ADULT,1195,1,2478,5,2.5,1,0,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,MAR,JUVENILE,1215,1,2502,1,1,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,MAR,ADULT,1215,1,2504,1,2.5,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,ROS-1076,12122,Rose,15-Jul-18,MAR,ADULT,1211,1,2514,1,2.5,1,0,54,56,-14.539075,-168.145745,Forereef,Shallow
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,BH,JUVENILE,1205,1,2518,5,1,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,BH,ADULT,1207,1,2520,3,2.5,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,BH,JUVENILE,1207,1,2522,3,1,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,BH,ADULT,1207,1,2526,5,2.5,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1045,12112,Rose,15-Jul-18,MSW,ADULT,1201,1,2544,5,2.5,1,0,65,70,-14.5353,-168.16157,Forereef,Deep
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,MSW,ADULT,1207,1,2566,1,2.5,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,BVA,ADULT,1215,1,2574,3,2.5,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,BVA,JUVENILE,1215,1,2576,3,1,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,ROS-1045,12112,Rose,15-Jul-18,BH,ADULT,1201,1,2584,3,2.5,1,0,65,70,-14.5353,-168.16157,Forereef,Deep
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,MAR,ADULT,1229,1,2592,1,2.5,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,MAR,ADULT,1229,1,2594,7,2.5,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,MSW,ADULT,1209,1,2604,3,2.5,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,MAR,JUVENILE,1231,1,2610,1,1,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,MSW,JUVENILE,1221,1,2622,3,1,1,0,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,BVA,ADULT,1229,1,2626,5,2.5,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,BH,JUVENILE,1227,1,2652,1,1,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,BH,ADULT,1227,1,2654,5,2.5,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,MAR,JUVENILE,1241,1,2666,1,1,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,MAR,ADULT,1245,1,2678,1,2.5,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,BVA,ADULT,1243,1,2714,3,2.5,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TAU-1011,12138,Tau,16-Jul-18,MSW,ADULT,1223,1,2716,1,2.5,1,0,63,66,-14.209873,-169.430309,Forereef,Deep
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,BVA,JUVENILE,1241,1,2724,3,1,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,BVA,JUVENILE,1247,1,2728,3,1,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,BVA,JUVENILE,1249,1,2732,3,1,1,0,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,MSW,ADULT,1227,1,2742,3,2.5,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,BH,JUVENILE,1249,1,2748,5,1,1,-1,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,MSW,ADULT,1249,1,2756,7,2.5,1,0,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,BVA,JUVENILE,1261,1,2764,3,1,1,0,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,BVA,ADULT,1267,1,2766,3,2.5,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,TUT-2803,12179,Tutuila,18-Jul-18,BH,ADULT,1263,1,2778,5,2.5,1,0,70,72,-14.29288,-170.54982,Forereef,Deep
HA1801,2018,TUT-2803,12179,Tutuila,18-Jul-18,BH,JUVENILE,1263,1,2780,5,1,1,0,70,72,-14.29288,-170.54982,Forereef,Deep
HA1801,2018,TUT-2812,12180,Tutuila,18-Jul-18,BH,JUVENILE,1265,1,2786,5,1,1,0,44,48,-14.295019,-170.558202,Forereef,Mid
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,BH,JUVENILE,1267,1,2790,5,1,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,TUT-2803,12179,Tutuila,18-Jul-18,MAR,JUVENILE,1263,1,2810,1,1,1,0,70,72,-14.29288,-170.54982,Forereef,Deep
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,MSW,ADULT,1267,1,2802,7,2.5,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,TUT-2812,12180,Tutuila,18-Jul-18,MAR,ADULT,1265,1,2812,1,2.5,1,-,44,48,-14.295019,-170.558202,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,MSW,ADULT,1281,1,2842,3,2.5,1,0,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,MSW,JUVENILE,1067,1,1892,5,1,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,BVA,ADULT,1067,1,1904,3,2.5,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,MAR,ADULT,1081,1,1936,1,2.5,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,BVA,JUVENILE,1065,1,1946,3,1,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,MAR,ADULT,1083,1,1962,5,2.5,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,BVA,ADULT,1093,1,1974,5,2.5,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,BH,ADULT,1085,1,1978,3,2.5,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,BVA,JUVENILE,1107,1,2108,1,1,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,TAU-1056,12029,Tau,11-Jul-18,BH,ADULT,1141,1,2248,5,2.5,1,0,64,66,-14.26508,-169.499003,Forereef,Deep
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,MAR,JUVENILE,1169,1,2282,1,1,1,-1,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,JDG,JUVENILE,1169,1,2296,3,1,1,0,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BH,JUVENILE,1161,1,2306,1,1,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MSW,ADULT,1185,1,2410,1,2.5,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MSW,ADULT,1185,1,2414,7,2.5,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BH,JUVENILE,1195,1,2418,1,1,1,0,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MSW,ADULT,1187,1,2424,5,2.5,1,0,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MSW,JUVENILE,1187,1,2428,5,1,1,0,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BH,ADULT,1189,1,2438,7,2.5,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BVA,JUVENILE,1189,1,2454,1,1,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,MAR,ADULT,1215,1,2506,7,2.5,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,BH,JUVENILE,1207,1,2524,5,1,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,MSW,ADULT,1205,1,2558,7,2.5,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,MSW,ADULT,1207,1,2564,7,2.5,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1077,12115,Rose,15-Jul-18,MSW,JUVENILE,1207,1,2568,1,1,1,0,12,16,-14.534023,-168.158611,Forereef,Shallow
HA1801,2018,ROS-1062,12113,Rose,15-Jul-18,BH,ADULT,1203,1,2570,5,2.5,1,0,48,50,-14.541813,-168.17255,Forereef,Mid
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,BH,ADULT,1221,1,2596,1,2.5,1,-,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,MSW,JUVENILE,1209,1,2608,3,1,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,MAR,ADULT,1231,1,2616,7,2.5,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,MSW,ADULT,1221,1,2620,3,2.5,1,0,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,BVA,ADULT,1231,1,2630,3,2.5,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TAU-1077,12139,Tau,16-Jul-18,BH,ADULT,1225,1,2646,1,2.5,1,0,38,39,-14.234642,-169.41888,Forereef,Mid
HA1801,2018,TAU-1077,12139,Tau,16-Jul-18,BH,JUVENILE,1225,1,2648,1,1,1,0,38,39,-14.234642,-169.41888,Forereef,Mid
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,BH,JUVENILE,1227,1,2656,5,1,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,TAU-1074,12147,Tau,16-Jul-18,MAR,ADULT,1233,1,2662,7,2.5,1,-,17,21,-14.267674,-169.496253,Forereef,Shallow
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,MSW,ADULT,1227,1,2800,7,2.5,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,MSW,JUVENILE,1281,1,2844,3,1,1,-1,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,MSW,ADULT,1283,1,2848,3,2.5,1,0,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,CSC,ADULT,1281,1,2856,1,2.5,1,-1,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,CSC,JUVENILE,1283,1,2862,1,1,1,-1,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,ALG,ADULT,1285,1,2866,7,2.5,1,-1,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,ALG,ADULT,1287,1,2868,7,2.5,1,-1,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-2021,12216,Jarvis,28-Jul-18,ALG,ADULT,1289,1,2870,7,2.5,1,0,11,13,-0.365375,-160.006035,Forereef,Shallow
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,BH,ADULT,1283,1,2876,5,2.5,1,-1,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,BH,ADULT,1285,1,2880,5,2.5,1,0,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,CSC,ADULT,1283,1,2902,7,2.5,1,0,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,BH,JUVENILE,1285,1,2884,5,1,1,0,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,CSC,ADULT,1285,1,2906,1,2.5,1,-1,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,CSC,ADULT,1285,1,2910,3,2.5,1,-1,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,CSC,JUVENILE,1287,1,2912,1,1,1,-1,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,CSC,JUVENILE,1287,1,2920,5,1,1,-1,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-2019,12217,Jarvis,28-Jul-18,CSC,JUVENILE,1291,1,2928,1,1,1,-1,8,11,-0.369821,-160.00832,Forereef,Shallow
HA1801,2018,JAR-2019,12217,Jarvis,28-Jul-18,CSC,JUVENILE,1291,1,2932,3,1,1,-1,8,11,-0.369821,-160.00832,Forereef,Shallow
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,JDG,ADULT,1301,1,2942,1,2.5,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,JDG,ADULT,1301,1,2946,7,2.5,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1918,12247,Jarvis,29-Jul-18,MSW,JUVENILE,1309,1,2962,5,1,1,-1,66,67,-0.366124,-159.981343,Forereef,Deep
HA1801,2018,JAR-1935,12248,Jarvis,29-Jul-18,MSW,JUVENILE,1311,1,2970,1,1,1,-1,48,55,-0.368347,-159.978151,Forereef,Mid
HA1801,2018,JAR-1950,12249,Jarvis,29-Jul-18,MSW,JUVENILE,1313,1,2974,5,1,1,-1,33,35,-0.370827,-159.976099,Forereef,Mid
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,BH,JUVENILE,1301,1,2978,5,1,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1935,12248,Jarvis,29-Jul-18,ALG,ADULT,1311,1,2998,3,2.5,1,0,48,55,-0.368347,-159.978151,Forereef,Mid
HA1801,2018,JAR-2046,12250,Jarvis,29-Jul-18,ALG,ADULT,1315,1,3018,7,2.5,1,0,12,18,-0.366229,-159.985434,Forereef,Shallow
HA1801,2018,JAR-2031,12235,Jarvis,29-Jul-18,BH,JUVENILE,1307,1,3022,3,1,1,0,18,20,-0.376718,-159.979493,Forereef,Shallow
HA1801,2018,JAR-1981,12272,Jarvis,30-Jul-18,ALG,ADULT,1321,1,3046,1,2.5,1,-,28,30,-0.378925,-159.972386,Forereef,Mid
HA1801,2018,JAR-1918,12247,Jarvis,29-Jul-18,CSC,ADULT,1309,1,3048,1,2.5,1,-1,66,67,-0.366124,-159.981343,Forereef,Deep
HA1801,2018,JAR-1945,12273,Jarvis,30-Jul-18,ALG,ADULT,1323,1,3056,7,2.5,1,-1,27,29,-0.38043,-159.978151,Forereef,Mid
HA1801,2018,JAR-1967,12275,Jarvis,30-Jul-18,ALG,JUVENILE,1327,1,3058,1,1,1,-1,36,39,-0.381954,-159.989314,Forereef,Mid
HA1801,2018,JAR-1967,12275,Jarvis,30-Jul-18,ALG,ADULT,1327,1,3060,1,2.5,1,-1,36,39,-0.381954,-159.989314,Forereef,Mid
HA1801,2018,JAR-1981,12272,Jarvis,30-Jul-18,MSW,ADULT,1321,1,3072,5,2.5,1,-1,28,30,-0.378925,-159.972386,Forereef,Mid
HA1801,2018,JAR-1967,12275,Jarvis,30-Jul-18,ALG,ADULT,1327,1,3066,7,2.5,1,0,36,39,-0.381954,-159.989314,Forereef,Mid
HA1801,2018,JAR-1950,12249,Jarvis,29-Jul-18,CSC,ADULT,1313,1,3068,3,2.5,1,0,33,35,-0.370827,-159.976099,Forereef,Mid
HA1801,2018,JAR-1981,12272,Jarvis,30-Jul-18,MSW,JUVENILE,1321,1,3074,5,1,1,-1,28,30,-0.378925,-159.972386,Forereef,Mid
HA1801,2018,JAR-1967,12275,Jarvis,30-Jul-18,MSW,ADULT,1327,1,3078,3,2.5,1,-1,36,39,-0.381954,-159.989314,Forereef,Mid
HA1801,2018,JAR-1967,12275,Jarvis,30-Jul-18,MSW,JUVENILE,1327,1,3080,5,1,1,-1,36,39,-0.381954,-159.989314,Forereef,Mid
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,BH,JUVENILE,1067,1,1896,1,1,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2855,11953,Tutuila,6-Jul-18,JDG,JUVENILE,1063,1,1888,1,1,1,0,43,45,-14.360105,-170.749262,Forereef,Mid
HA1801,2018,OFU-1010,11983,Ofu & Olosega,7-Jul-18,MSW,ADULT,1091,1,2004,1,2.5,1,0,35,36,-14.188357,-169.621104,Forereef,Mid
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,BVA,JUVENILE,1093,1,1982,5,1,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,MSW,JUVENILE,1093,1,2014,1,1,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,BH,ADULT,1087,1,2022,5,2.5,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,BVA,ADULT,1102,2,2046,7,2.5,1,0,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,BH,ADULT,1101,1,2050,3,2.5,1,0,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,BH,ADULT,1103,1,2054,3,2.5,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,BH,JUVENILE,1103,1,2056,3,1,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
