Name,Row,Column,Cnet_SHORT_CODE,Annotator,Unique_point
FFS-4294_2017_A_12_dummy5.JPG,1363,2983,*TURFH,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,1394,2653,*SHAD,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,1799,3749,*POMA,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,2143,48,*CCAH,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,2972,1778,*UNK,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,2753,3740,*TURFH,nosborn,2021-08-13 23:57:45+00:00
FFS-4294_2017_A_12_dummy5.JPG,2950,3687,*TURFH,nosborn,2021-08-13 23:57:45+00:00
FFS-4295_2017_A_03_dummy5.JPG,355,1356,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,550,1427,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,352,3709,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,87,3648,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,5,3822,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,892,1362,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,1182,2379,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,1104,3025,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,1012,3503,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4295_2017_A_03_dummy5.JPG,1272,352,*TURFH,nosborn,2021-08-14 00:09:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,462,555,*SHAD,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,54,2148,*POMA,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,121,2260,*TURFH,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,354,2651,*TURFH,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,553,3958,*TURFH,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,2246,792,*POEN,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,2178,1538,*POEN,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,1946,3973,*POEN,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,2855,2248,*WAND,nosborn,2021-08-14 00:12:44+00:00
FFS-4297_2017_A_02_dummy5.JPG,2940,3298,*POEN,nosborn,2021-08-14 00:12:44+00:00
FFS-4300_2017_A_12_dummy5.JPG,94,1296,*CCAH,nosborn,2021-08-14 00:27:08+00:00
FFS-4300_2017_A_12_dummy5.JPG,321,2026,*POEN,nosborn,2021-08-14 00:27:08+00:00
FFS-4300_2017_A_12_dummy5.JPG,572,2544,*TURFH,nosborn,2021-08-14 00:27:08+00:00
FFS-4300_2017_A_12_dummy5.JPG,489,2863,*TURFH,nosborn,2021-08-14 00:27:08+00:00
FFS-4300_2017_A_12_dummy5.JPG,955,3231,*CCAH,nosborn,2021-08-14 00:27:08+00:00
FFS-4300_2017_A_12_dummy5.JPG,1674,157,*ACBR,nosborn,2021-08-14 00:27:08+00:00
